exercise_id,lesson_id,vocabulary_id,question,current_options,current_answer,vocabulary_word,vocabulary_meaning,expected_correct_option,status,confidence,reason
"8b7bb4af6a8d5d7c7001f947","1da077a4c95ad8ba4f0de2cf","69cf8a5254ac00d7f7458a61","Từ tiếng Đức nào có nghĩa là “mặt trời”?","[""die Sonne (Sg.)"",""der Herbst"",""der Regen (Sg.)"",""die Wolke, -n""]","{""correct_option"":""die Sonne (Sg.)"",""explanation"":""die Sonne (Sg.) = mặt trời""}","die Sonne (Sg.)","mặt trời","die Sonne (Sg.)","VALID","HIGH","Already adheres to canonical schema"
"b7ea5a5a36018e2ec08e5cc5","33b52ea0cda7c35283cbd639","69cf8a5254ac00d7f7458a61","Từ tiếng Đức nào có nghĩa là “mặt trời”?","[""der Herbst"",""die Sonne (Sg.)"",""der Winter"",""der Frühling""]","{""correct_option"":""die Sonne (Sg.)"",""explanation"":""die Sonne (Sg.) = mặt trời""}","die Sonne (Sg.)","mặt trời","die Sonne (Sg.)","VALID","HIGH","Already adheres to canonical schema"
"150ae45ed5ba6f2ddd67f0ec","33b52ea0cda7c35283cbd639","69cf8a5254ac00d7f7458a65","Từ tiếng Đức nào có nghĩa là “mây (trời)”?","[""die Wolke, -n"",""der Frühling"",""der Herbst"",""der Regen (Sg.)""]","{""correct_option"":""die Wolke, -n"",""explanation"":""die Wolke, -n = mây (trời)""}","die Wolke, -n","mây (trời)","die Wolke, -n","VALID","HIGH","Already adheres to canonical schema"
"8caed173fb8795b3d6846b50","056ed7b76a8c85ad8c593568","69cf8a5254ac00d7f745873f","Từ tiếng Đức nào có nghĩa là “Đắt”?","[""die Bäckerei"",""kaufen"",""teuer"",""die Packung""]","{""correct_option_index"":0}","teuer","Đắt","teuer","AUTO_FIX","HIGH","Word ""teuer"" found in options. Can standardize answer schema."
"6ebe2db535c0f7478e10d5c6","a42ad837e259691f48f99576","69cf8a5254ac00d7f7458735","Từ tiếng Đức nào có nghĩa là “Xe đẩy mua hàng”?","[""der Einkaufswagen"",""teuer"",""die Packung"",""die Bäckerei""]","{""correct_option_index"":0}","der Einkaufswagen","Xe đẩy mua hàng","der Einkaufswagen","AUTO_FIX","HIGH","Word ""der Einkaufswagen"" found in options. Can standardize answer schema."
"5d45811abd8b3abc86d512e8","efb72ad511285965f348bfde","69cf8a5254ac00d7f745863d","Từ tiếng Đức nào có nghĩa là “Công ty”?","[""der Beruf"",""die Kellnerin"",""die Firma"",""arbeiten""]","{""correct_option"":""die Firma"",""explanation"":""die Firma = Công ty""}","die Firma","Công ty","die Firma","VALID","HIGH","Already adheres to canonical schema"
"407c9138511d7cfc44f85c50","741e1cc01783b0eb83ed3a7b","69cf8a5254ac00d7f7458640","Từ tiếng Đức nào có nghĩa là “Khoá học”?","[""die Schule"",""der Test"",""die Studentin"",""der Kurs""]","{""correct_option"":""der Kurs"",""explanation"":""der Kurs = Khoá học""}","der Kurs","Khoá học","der Kurs","VALID","HIGH","Already adheres to canonical schema"
"7cbda5a49c7de09967122d67","798690d1bfc1eacb6f682914","69cf8a5254ac00d7f74586f2","Từ tiếng Đức nào có nghĩa là “Bài kiểm tra”?","[""die Hausaufgabe"",""der Lehrer"",""der Test"",""die Universität""]","{""correct_option"":""der Test"",""explanation"":""der Test = Bài kiểm tra""}","der Test","Bài kiểm tra","der Test","VALID","HIGH","Already adheres to canonical schema"
"a9d3064b47972497d7279eb5","798690d1bfc1eacb6f682914","69cf8a5254ac00d7f7458640","Từ tiếng Đức nào có nghĩa là “Khoá học”?","[""die Bibliothek"",""der Kurs"",""die Hausaufgabe"",""der Lehrer""]","{""correct_option"":""der Kurs"",""explanation"":""der Kurs = Khoá học""}","der Kurs","Khoá học","der Kurs","VALID","HIGH","Already adheres to canonical schema"
"7b73d25e01d85f85eddaa424","76c62f3ebccf13689fb5725d","69cf8a5254ac00d7f745868c","Từ tiếng Đức nào có nghĩa là “Ngôi nhà”?","[""wohnen"",""das Bad, -ä,er"",""die Tür, -en"",""das Haus""]","{""correct_option_index"":0}","das Haus","Ngôi nhà","das Haus","AUTO_FIX","HIGH","Word ""das Haus"" found in options. Can standardize answer schema."
"751468af3f7ed18f279e59f5","76c62f3ebccf13689fb5725d","69cf8a5254ac00d7f74588fd","Từ tiếng Đức nào có nghĩa là “nhà tắm”?","[""das Einzelzimmer, -"",""das Bad, -ä,er"",""die Tür, -en"",""der Stuhl, -ü,e""]","{""correct_option_index"":0}","das Bad, -ä,er","nhà tắm","das Bad, -ä,er","AUTO_FIX","HIGH","Word ""das Bad, -ä,er"" found in options. Can standardize answer schema."
"3585b6774e77879c8e81ea6b","76c62f3ebccf13689fb5725d","69cf8a5254ac00d7f7458908","Từ tiếng Đức nào có nghĩa là “cửa”?","[""die Tür, -en"",""der Stuhl, -ü,e"",""das Einzelzimmer, -"",""die Wohnung, -en""]","{""correct_option_index"":0}","die Tür, -en","cửa","die Tür, -en","AUTO_FIX","HIGH","Word ""die Tür, -en"" found in options. Can standardize answer schema."
"6fbb4d50ba63ed1505d90bd9","477ffc7186b53f902e47d536","69cf8a5254ac00d7f74587b6","Từ tiếng Đức nào có nghĩa là “Ốm”?","[""der Schmerz, -en"",""krank"",""der Krankenpfleger"",""gesund""]","{""correct_option"":""krank"",""explanation"":""krank = Ốm""}","krank","Ốm","krank","VALID","HIGH","Already adheres to canonical schema"
"b4ca22cbe709d52b0e0959fa","f3773f4764322d408da25d02","69cf8a5254ac00d7f74587b6","Từ tiếng Đức nào có nghĩa là “Ốm”?","[""der Arzt"",""der Krankenpfleger"",""krank"",""das Krankenhaus""]","{""correct_option_index"":0}","krank","Ốm","krank","AUTO_FIX","HIGH","Word ""krank"" found in options. Can standardize answer schema."
"1dbd4e7a7f92876b032abe90","f3773f4764322d408da25d02","69cf8a5254ac00d7f74588c4","Từ tiếng Đức nào có nghĩa là “Bệnh”?","[""die Krankheit, -en"",""der Krankenpfleger"",""gesund"",""krank""]","{""correct_option_index"":0}","die Krankheit, -en","Bệnh","die Krankheit, -en","AUTO_FIX","HIGH","Word ""die Krankheit, -en"" found in options. Can standardize answer schema."
"abfbd82e459fa7783bf01f7b","62195d39c60a13d0882e42c9","69cf8a5254ac00d7f7458632","Từ tiếng Đức nào có nghĩa là “Bệnh viện”?","[""gesund"",""krank"",""der Schmerz, -en"",""das Krankenhaus""]","{""correct_option"":""das Krankenhaus"",""explanation"":""das Krankenhaus = Bệnh viện""}","das Krankenhaus","Bệnh viện","das Krankenhaus","VALID","HIGH","Already adheres to canonical schema"
"a1a1011df41d9c134ae067e4","62195d39c60a13d0882e42c9","69cf8a5254ac00d7f7458639","Từ tiếng Đức nào có nghĩa là “Điều dưỡng viên”?","[""die Apotheke, -n"",""der Krankenpfleger"",""der Schmerz, -en"",""die Krankheit, -en""]","{""correct_option"":""der Krankenpfleger"",""explanation"":""der Krankenpfleger = Điều dưỡng viên""}","der Krankenpfleger","Điều dưỡng viên","der Krankenpfleger","VALID","HIGH","Already adheres to canonical schema"
"7b58654b68866b01122023bd","f92dd54111310beac6d0cb03","69cf8a5254ac00d7f74588a1","Từ tiếng Đức nào có nghĩa là “đầu”?","[""das Bein, -e"",""das Auge, -n"",""der Kopf, -ö,e"",""der Fuß, - ü,e""]","{""correct_option"":""der Kopf, -ö,e"",""explanation"":""der Kopf, -ö,e = đầu""}","der Kopf, -ö,e","đầu","der Kopf, -ö,e","VALID","HIGH","Already adheres to canonical schema"
"2b6b7197a066ef9459089164","1eadda771e7935c3548002a2","69cf8a5254ac00d7f7458a65","Từ tiếng Đức nào có nghĩa là “mây (trời)”?","[""der Frühling"",""die Wolke, -n"",""der Sommer"",""der Winter""]","{""correct_option"":""die Wolke, -n"",""explanation"":""die Wolke, -n = mây (trời)""}","die Wolke, -n","mây (trời)","die Wolke, -n","VALID","HIGH","Already adheres to canonical schema"
"ad8ecba802d5df0d87d3e802","056ed7b76a8c85ad8c593568","69cf8a5254ac00d7f74586a8","Từ tiếng Đức nào có nghĩa là “Tiền Euro”?","[""teuer"",""die Packung"",""die Bäckerei"",""der Euro""]","{""correct_option_index"":0}","der Euro","Tiền Euro","der Euro","AUTO_FIX","HIGH","Word ""der Euro"" found in options. Can standardize answer schema."
"2a7714f900efe4f500999cdb","f1030646b56258c318adeabf","69cf8a5254ac00d7f745873f","Từ tiếng Đức nào có nghĩa là “Đắt”?","[""der Markt"",""der Euro"",""die Packung"",""teuer""]","{""correct_option"":""teuer"",""explanation"":""teuer = Đắt""}","teuer","Đắt","teuer","VALID","HIGH","Already adheres to canonical schema"
"439033acb0d8caa5caaef442","4600b87c8f507b4bbfcf0ca4","69cf8a5254ac00d7f745862b","Từ tiếng Đức nào có nghĩa là “làm việc”?","[""der Beruf"",""die Firma"",""die Kellnerin"",""arbeiten""]","{""correct_option"":""arbeiten"",""explanation"":""arbeiten = làm việc""}","arbeiten","làm việc","arbeiten","VALID","HIGH","Already adheres to canonical schema"
"1c8337be4e401409f280d0fa","4600b87c8f507b4bbfcf0ca4","69cf8a5254ac00d7f745862d","Từ tiếng Đức nào có nghĩa là “Công việc, nghề nghiệp”?","[""die Kellnerin"",""der Polizist"",""der Beruf"",""die Firma""]","{""correct_option"":""der Beruf"",""explanation"":""der Beruf = Công việc, nghề nghiệp""}","der Beruf","Công việc, nghề nghiệp","der Beruf","VALID","HIGH","Already adheres to canonical schema"
"94d87e75513a5a3ca25e109c","2c64eae44313170f08fad519","69cf8a5254ac00d7f7458636","Từ tiếng Đức nào có nghĩa là “Nhân viên bồi bàn”?","[""arbeiten"",""der Beruf"",""die Kellnerin"",""der Kollege""]","{""correct_option"":""die Kellnerin"",""explanation"":""die Kellnerin = Nhân viên bồi bàn""}","die Kellnerin","Nhân viên bồi bàn","die Kellnerin","VALID","HIGH","Already adheres to canonical schema"
"b01ddfdb6582bdd3df9f5f05","2c64eae44313170f08fad519","69cf8a5254ac00d7f7458633","Từ tiếng Đức nào có nghĩa là “Thợ cắt tóc”?","[""der Friseur"",""der Beruf"",""die Firma"",""die Kellnerin""]","{""correct_option"":""der Friseur"",""explanation"":""der Friseur = Thợ cắt tóc""}","der Friseur","Thợ cắt tóc","der Friseur","VALID","HIGH","Already adheres to canonical schema"
"78ea9b3408b9d97545a63ee4","ff45f6a09b14d343c44c350f","69cf8a5254ac00d7f7458635","Từ tiếng Đức nào có nghĩa là “Nhà báo”?","[""der Journalist"",""arbeiten"",""der Beruf"",""die Firma""]","{""correct_option"":""der Journalist"",""explanation"":""der Journalist = Nhà báo""}","der Journalist","Nhà báo","der Journalist","VALID","HIGH","Already adheres to canonical schema"
"6027af48e9017ba7da0020d0","ff45f6a09b14d343c44c350f","69cf8a5254ac00d7f745862b","Từ tiếng Đức nào có nghĩa là “làm việc”?","[""der Polizist"",""der Friseur"",""arbeiten"",""die Kellnerin""]","{""correct_option"":""arbeiten"",""explanation"":""arbeiten = làm việc""}","arbeiten","làm việc","arbeiten","VALID","HIGH","Already adheres to canonical schema"
"ebe5ebe2787953f310aade92","ff45f6a09b14d343c44c350f","69cf8a5254ac00d7f745862d","Từ tiếng Đức nào có nghĩa là “Công việc, nghề nghiệp”?","[""der Journalist"",""der Beruf"",""der Polizist"",""der Friseur""]","{""correct_option"":""der Beruf"",""explanation"":""der Beruf = Công việc, nghề nghiệp""}","der Beruf","Công việc, nghề nghiệp","der Beruf","VALID","HIGH","Already adheres to canonical schema"
"1a2e84aba8fd56e9438d0412","0236a77d8b83ed31df0f743a","69cf8a5254ac00d7f7458645","Từ tiếng Đức nào có nghĩa là “Trường đại học”?","[""der Test"",""der Kurs"",""die Universität"",""die Schule""]","{""correct_option_index"":2}","die Universität","Trường đại học","die Universität","AUTO_FIX","HIGH","Word ""die Universität"" found in options. Can standardize answer schema."
"19ac530680ba37bb69453b22","0236a77d8b83ed31df0f743a","69cf8a5254ac00d7f745863f","Từ tiếng Đức nào có nghĩa là “Trường học”?","[""der Lehrer"",""die Bibliothek"",""die Schule"",""die Hausaufgabe""]","{""correct_option"":""die Schule"",""explanation"":""die Schule = Trường học""}","die Schule","Trường học","die Schule","VALID","HIGH","Already adheres to canonical schema"
"8c0bac7573c92fac75cb84eb","798690d1bfc1eacb6f682914","69cf8a5254ac00d7f745863e","Từ tiếng Đức nào có nghĩa là “Thầy giáo”?","[""der Kurs"",""der Lehrer"",""die Schule"",""der Test""]","{""correct_option"":""der Lehrer"",""explanation"":""der Lehrer = Thầy giáo""}","der Lehrer","Thầy giáo","der Lehrer","VALID","HIGH","Already adheres to canonical schema"
"b8c7ac42096a10f128436cd7","798690d1bfc1eacb6f682914","69cf8a5254ac00d7f7458773","Từ tiếng Đức nào có nghĩa là “Thư viện”?","[""die Bibliothek"",""der Test"",""der Kurs"",""die Studentin""]","{""correct_option"":""die Bibliothek"",""explanation"":""die Bibliothek = Thư viện""}","die Bibliothek","Thư viện","die Bibliothek","VALID","HIGH","Already adheres to canonical schema"
"b44abb500a86061dfda9d426","2aafab54818ed4d128da463c","69cf8a5254ac00d7f7458629","Từ tiếng Đức nào có nghĩa là “nhảy”?","[""tanzen"",""der Fußball"",""spielen"",""das Kino""]","{""correct_option"":""tanzen"",""explanation"":""tanzen = nhảy""}","tanzen","nhảy","tanzen","VALID","HIGH","Already adheres to canonical schema"
"376fbe7b5f86709c1884b577","2aafab54818ed4d128da463c","69cf8a5254ac00d7f745861b","Từ tiếng Đức nào có nghĩa là “Bóng đá”?","[""das Foto"",""lesen"",""der Fußball"",""fotografieren""]","{""correct_option"":""der Fußball"",""explanation"":""der Fußball = Bóng đá""}","der Fußball","Bóng đá","der Fußball","VALID","HIGH","Already adheres to canonical schema"
"b189bffb55a93023f8c213e5","693e8098db6238d486199b77","69cf8a5254ac00d7f74588aa","Từ tiếng Đức nào có nghĩa là “bàn chân”?","[""der Kopf, -ö,e"",""die Hand, -ä,e"",""der Fuß, - ü,e"",""der Körper, -""]","{""correct_option_index"":0}","der Fuß, - ü,e","bàn chân","der Fuß, - ü,e","AUTO_FIX","HIGH","Word ""der Fuß, - ü,e"" found in options. Can standardize answer schema."
"3189ccef93d6dd7ef5b64af3","693e8098db6238d486199b77","69cf8a5254ac00d7f74588b0","Từ tiếng Đức nào có nghĩa là “mũi”?","[""der Arm, -e"",""der Fuß, - ü,e"",""das Bein, -e"",""die Nase, -n""]","{""correct_option_index"":0}","die Nase, -n","mũi","die Nase, -n","AUTO_FIX","HIGH","Word ""die Nase, -n"" found in options. Can standardize answer schema."
"b0a833108cfee6ec3f37699e","a58bda09c5a36b9aa4f68104","69cf8a5254ac00d7f74586dd","Từ tiếng Đức nào có nghĩa là “Mùa hè”?","[""der Sommer"",""der Winter"",""der Frühling"",""der Herbst""]","{""correct_option_index"":0}","der Sommer","Mùa hè","der Sommer","AUTO_FIX","HIGH","Word ""der Sommer"" found in options. Can standardize answer schema."
"d7f75fc3125e979af0682c69","1da077a4c95ad8ba4f0de2cf","69cf8a5254ac00d7f7458a67","Từ tiếng Đức nào có nghĩa là “cơn mưa”?","[""die Sonne (Sg.)"",""der Regen (Sg.)"",""der Frühling"",""der Herbst""]","{""correct_option"":""der Regen (Sg.)"",""explanation"":""der Regen (Sg.) = cơn mưa""}","der Regen (Sg.)","cơn mưa","der Regen (Sg.)","VALID","HIGH","Already adheres to canonical schema"
"fcd5dad2bf7a302cc3da57ce","33b52ea0cda7c35283cbd639","69cf8a5254ac00d7f74586dd","Từ tiếng Đức nào có nghĩa là “Mùa hè”?","[""die Wolke, -n"",""der Wind, -e"",""der Sommer"",""die Sonne (Sg.)""]","{""correct_option"":""der Sommer"",""explanation"":""der Sommer = Mùa hè""}","der Sommer","Mùa hè","der Sommer","VALID","HIGH","Already adheres to canonical schema"
"08d026df86a580842c545115","f1030646b56258c318adeabf","69cf8a5254ac00d7f7458727","Từ tiếng Đức nào có nghĩa là “Tiệm bánh”?","[""kaufen"",""die Bäckerei"",""teuer"",""die Packung""]","{""correct_option"":""die Bäckerei"",""explanation"":""die Bäckerei = Tiệm bánh""}","die Bäckerei","Tiệm bánh","die Bäckerei","VALID","HIGH","Already adheres to canonical schema"
"804de43fab50a83463bbceec","f1030646b56258c318adeabf","69cf8a5254ac00d7f7458733","Từ tiếng Đức nào có nghĩa là “Mua”?","[""kaufen"",""die Packung"",""die Bäckerei"",""der Einkaufswagen""]","{""correct_option"":""kaufen"",""explanation"":""kaufen = Mua""}","kaufen","Mua","kaufen","VALID","HIGH","Already adheres to canonical schema"
"2dd857232a61c798d6e5f88d","a42ad837e259691f48f99576","69cf8a5254ac00d7f7458694","Từ tiếng Đức nào có nghĩa là “Chợ”?","[""der Einkaufswagen"",""der Preis"",""der Markt"",""kaufen""]","{""correct_option_index"":0}","der Markt","Chợ","der Markt","AUTO_FIX","HIGH","Word ""der Markt"" found in options. Can standardize answer schema."
"58b4e4d0a5db5b8ad2a5ed52","4600b87c8f507b4bbfcf0ca4","69cf8a5254ac00d7f745863d","Từ tiếng Đức nào có nghĩa là “Công ty”?","[""der Friseur"",""die Firma"",""die Kellnerin"",""der Polizist""]","{""correct_option"":""die Firma"",""explanation"":""die Firma = Công ty""}","die Firma","Công ty","die Firma","VALID","HIGH","Already adheres to canonical schema"
"b31c2e80dfb8f23ec235bbd8","2c64eae44313170f08fad519","69cf8a5254ac00d7f745863b","Từ tiếng Đức nào có nghĩa là “Đồng nghiệp nam”?","[""der Friseur"",""der Journalist"",""der Kollege"",""der Polizist""]","{""correct_option"":""der Kollege"",""explanation"":""der Kollege = Đồng nghiệp nam""}","der Kollege","Đồng nghiệp nam","der Kollege","VALID","HIGH","Already adheres to canonical schema"
"a272fbd685cb2a83a5e8b4f2","ff45f6a09b14d343c44c350f","69cf8a5254ac00d7f745863b","Từ tiếng Đức nào có nghĩa là “Đồng nghiệp nam”?","[""die Firma"",""die Kellnerin"",""der Polizist"",""der Kollege""]","{""correct_option"":""der Kollege"",""explanation"":""der Kollege = Đồng nghiệp nam""}","der Kollege","Đồng nghiệp nam","der Kollege","VALID","HIGH","Already adheres to canonical schema"
"a8da3c536297db79f4417ce7","c758a88c49bcb9dac39e41cb","69cf8a5254ac00d7f7458640","Từ tiếng Đức nào có nghĩa là “Khoá học”?","[""die Universität"",""die Hausaufgabe"",""der Kurs"",""die Studentin""]","{""correct_option"":""der Kurs"",""explanation"":""der Kurs = Khoá học""}","der Kurs","Khoá học","der Kurs","VALID","HIGH","Already adheres to canonical schema"
"c3750cf355b2d9481cfc4d0d","c758a88c49bcb9dac39e41cb","69cf8a5254ac00d7f7458645","Từ tiếng Đức nào có nghĩa là “Trường đại học”?","[""die Universität"",""die Hausaufgabe"",""der Lehrer"",""die Bibliothek""]","{""correct_option"":""die Universität"",""explanation"":""die Universität = Trường đại học""}","die Universität","Trường đại học","die Universität","VALID","HIGH","Already adheres to canonical schema"
"1957ceee4e6e8d24ee0aa6bd","f54b8b06964ef22838d6fef7","69cf8a5254ac00d7f7458908","Từ tiếng Đức nào có nghĩa là “cửa”?","[""das Haus"",""wohnen"",""die Tür, -en"",""das Zimmer""]","{""correct_option_index"":0}","die Tür, -en","cửa","die Tür, -en","AUTO_FIX","HIGH","Word ""die Tür, -en"" found in options. Can standardize answer schema."
"4a0b304b62dc7d3e71922cbf","a476be25bb771bfa0e3f712b","69cf8a5254ac00d7f74588f7","Từ tiếng Đức nào có nghĩa là “chung cư”?","[""die Wohnung, -en"",""das Haus"",""wohnen"",""das Bad, -ä,er""]","{""correct_option"":""die Wohnung, -en"",""explanation"":""die Wohnung, -en = chung cư""}","die Wohnung, -en","chung cư","die Wohnung, -en","VALID","HIGH","Already adheres to canonical schema"
"51ecb00049680d15107eb980","31af0f910b7db0708dd982b1","69cf8a5254ac00d7f7458624","Từ tiếng Đức nào có nghĩa là “chụp ảnh”?","[""das Foto"",""fotografieren"",""spielen"",""das Kino""]","{""correct_option"":""fotografieren"",""explanation"":""fotografieren = chụp ảnh""}","fotografieren","chụp ảnh","fotografieren","VALID","HIGH","Already adheres to canonical schema"
"c47ffaa3c7095f0757f8b344","a16ccc1734a8ce914982f72a","69cf8a5254ac00d7f74585fc","Từ tiếng Đức nào có nghĩa là “đọc”?","[""lesen"",""spielen"",""das Kino"",""fotografieren""]","{""correct_option"":""lesen"",""explanation"":""lesen = đọc""}","lesen","đọc","lesen","VALID","HIGH","Already adheres to canonical schema"
"1b1d0b812827e079b68aac65","f3773f4764322d408da25d02","69cf8a5254ac00d7f74588bf","Từ tiếng Đức nào có nghĩa là “tiệm thuốc”?","[""gesund"",""krank"",""der Schmerz, -en"",""die Apotheke, -n""]","{""correct_option_index"":0}","die Apotheke, -n","tiệm thuốc","die Apotheke, -n","AUTO_FIX","HIGH","Word ""die Apotheke, -n"" found in options. Can standardize answer schema."
"038b3585f22d3eef8cfae1f4","62195d39c60a13d0882e42c9","69cf8a5254ac00d7f74588c4","Từ tiếng Đức nào có nghĩa là “Bệnh”?","[""der Krankenpfleger"",""die Krankheit, -en"",""das Krankenhaus"",""der Arzt""]","{""correct_option"":""die Krankheit, -en"",""explanation"":""die Krankheit, -en = Bệnh""}","die Krankheit, -en","Bệnh","die Krankheit, -en","VALID","HIGH","Already adheres to canonical schema"
"1c5caa7d67e5d0b59feee036","0bfa9269456dc67bcbaa020e","69cf8a5254ac00d7f74588a6","Từ tiếng Đức nào có nghĩa là “bàn tay”?","[""der Fuß, - ü,e"",""das Bein, -e"",""die Hand, -ä,e"",""der Arm, -e""]","{""correct_option"":""die Hand, -ä,e"",""explanation"":""die Hand, -ä,e = bàn tay""}","die Hand, -ä,e","bàn tay","die Hand, -ä,e","VALID","HIGH","Already adheres to canonical schema"
"1c9feeb4e25fff4ff1dca370","b0984236762d713d808ab854","69cf8a5254ac00d7f74588a5","Từ tiếng Đức nào có nghĩa là “cánh tay”?","[""die Hand, -ä,e"",""der Fuß, - ü,e"",""der Arm, -e"",""der Kopf, -ö,e""]","{""correct_option"":""der Arm, -e"",""explanation"":""der Arm, -e = cánh tay""}","der Arm, -e","cánh tay","der Arm, -e","VALID","HIGH","Already adheres to canonical schema"
"126f8d775889bd506be9057e","693e8098db6238d486199b77","69cf8a5254ac00d7f74588a8","Từ tiếng Đức nào có nghĩa là “chân”?","[""der Arm, -e"",""das Bein, -e"",""der Kopf, -ö,e"",""die Hand, -ä,e""]","{""correct_option_index"":0}","das Bein, -e","chân","das Bein, -e","AUTO_FIX","HIGH","Word ""das Bein, -e"" found in options. Can standardize answer schema."
"ccd2e04be20696168e3d9a8c","f92dd54111310beac6d0cb03","69cf8a5254ac00d7f74588ae","Từ tiếng Đức nào có nghĩa là “mắt”?","[""die Hand, -ä,e"",""das Auge, -n"",""der Körper, -"",""der Kopf, -ö,e""]","{""correct_option_index"":1}","das Auge, -n","mắt","das Auge, -n","AUTO_FIX","HIGH","Word ""das Auge, -n"" found in options. Can standardize answer schema."
"a44a353ceb7048aebc83d061","a58bda09c5a36b9aa4f68104","69cf8a5254ac00d7f74586df","Từ tiếng Đức nào có nghĩa là “Mùa đông”?","[""der Frühling"",""der Herbst"",""der Regen (Sg.)"",""der Winter""]","{""correct_option_index"":0}","der Winter","Mùa đông","der Winter","AUTO_FIX","HIGH","Word ""der Winter"" found in options. Can standardize answer schema."
"8831dba97dc337f25f056d81","1da077a4c95ad8ba4f0de2cf","69cf8a5254ac00d7f7458a65","Từ tiếng Đức nào có nghĩa là “mây (trời)”?","[""der Regen (Sg.)"",""die Sonne (Sg.)"",""der Wind, -e"",""die Wolke, -n""]","{""correct_option"":""die Wolke, -n"",""explanation"":""die Wolke, -n = mây (trời)""}","die Wolke, -n","mây (trời)","die Wolke, -n","VALID","HIGH","Already adheres to canonical schema"
"7afd4e7e1d09fabdb026f77e","33b52ea0cda7c35283cbd639","69cf8a5254ac00d7f7458a67","Từ tiếng Đức nào có nghĩa là “cơn mưa”?","[""der Winter"",""der Frühling"",""der Regen (Sg.)"",""der Sommer""]","{""correct_option"":""der Regen (Sg.)"",""explanation"":""der Regen (Sg.) = cơn mưa""}","der Regen (Sg.)","cơn mưa","der Regen (Sg.)","VALID","HIGH","Already adheres to canonical schema"
"fd71d4dec6a6904e1cc44e1a","056ed7b76a8c85ad8c593568","69cf8a5254ac00d7f7458694","Từ tiếng Đức nào có nghĩa là “Chợ”?","[""der Euro"",""teuer"",""die Packung"",""efwfe""]","{""correct_option_index"":0}","der Markt","Chợ","der Markt","REVIEW_REQUIRED","HIGH","Vocabulary word ""der Markt"" not found in options: [""der Euro"",""teuer"",""die Packung"",""efwfe""]"
"a06c469b0b85a7dedf941b2b","a42ad837e259691f48f99576","69cf8a5254ac00d7f7458733","Từ tiếng Đức nào có nghĩa là “Mua”?","[""die Packung"",""kaufen"",""der Euro"",""teuer""]","{""correct_option_index"":0}","kaufen","Mua","kaufen","AUTO_FIX","HIGH","Word ""kaufen"" found in options. Can standardize answer schema."
"0b65598e0c1c7af5519fbe40","3bd43d5ff2febe702fb727dc","69cf8a5254ac00d7f74586a8","Từ tiếng Đức nào có nghĩa là “Tiền Euro”?","[""kaufen"",""der Einkaufswagen"",""der Euro"",""die Bäckerei""]","{""correct_option"":""der Euro"",""explanation"":""der Euro = Tiền Euro""}","der Euro","Tiền Euro","der Euro","VALID","HIGH","Already adheres to canonical schema"
"3e89f74e7654245409eed319","4600b87c8f507b4bbfcf0ca4","69cf8a5254ac00d7f745863b","Từ tiếng Đức nào có nghĩa là “Đồng nghiệp nam”?","[""der Kollege"",""arbeiten"",""der Beruf"",""die Firma""]","{""correct_option"":""der Kollege"",""explanation"":""der Kollege = Đồng nghiệp nam""}","der Kollege","Đồng nghiệp nam","der Kollege","VALID","HIGH","Already adheres to canonical schema"
"2105d1145299c07c407f1506","2c64eae44313170f08fad519","69cf8a5254ac00d7f7458642","Từ tiếng Đức nào có nghĩa là “Công an, cảnh sát”?","[""die Firma"",""der Polizist"",""arbeiten"",""der Beruf""]","{""correct_option"":""der Polizist"",""explanation"":""der Polizist = Công an, cảnh sát""}","der Polizist","Công an, cảnh sát","der Polizist","VALID","HIGH","Already adheres to canonical schema"
"4ef1eb1ff98f29f639524ea0","c758a88c49bcb9dac39e41cb","69cf8a5254ac00d7f745863f","Từ tiếng Đức nào có nghĩa là “Trường học”?","[""die Schule"",""der Test"",""der Kurs"",""die Studentin""]","{""correct_option"":""die Schule"",""explanation"":""die Schule = Trường học""}","die Schule","Trường học","die Schule","VALID","HIGH","Already adheres to canonical schema"
"7c32b4803863126895999192","c758a88c49bcb9dac39e41cb","69cf8a5254ac00d7f7458643","Từ tiếng Đức nào có nghĩa là “Sinh viên”?","[""der Lehrer"",""die Studentin"",""die Universität"",""die Hausaufgabe""]","{""correct_option"":""die Studentin"",""explanation"":""die Studentin = Sinh viên""}","die Studentin","Sinh viên","die Studentin","VALID","HIGH","Already adheres to canonical schema"
"c5ed377aae6203ef1d761bfd","741e1cc01783b0eb83ed3a7b","69cf8a5254ac00d7f745863e","Từ tiếng Đức nào có nghĩa là “Thầy giáo”?","[""die Universität"",""die Hausaufgabe"",""die Bibliothek"",""der Lehrer""]","{""correct_option"":""der Lehrer"",""explanation"":""der Lehrer = Thầy giáo""}","der Lehrer","Thầy giáo","der Lehrer","VALID","HIGH","Already adheres to canonical schema"
"52ec8606400898bacb365613","f54b8b06964ef22838d6fef7","69cf8a5254ac00d7f7458924","Từ tiếng Đức nào có nghĩa là “ghế”?","[""das Bad, -ä,er"",""der Stuhl, -ü,e"",""das Haus"",""wohnen""]","{""correct_option_index"":0}","der Stuhl, -ü,e","ghế","der Stuhl, -ü,e","AUTO_FIX","HIGH","Word ""der Stuhl, -ü,e"" found in options. Can standardize answer schema."
